Symbol,CompanyName,Industry,MarketCap
AULT,Ault Alliance,Aerospace & Defense,7267680
AUMN,Golden Minerals Company,Other Precious Metals & Mining,7042350
AUPH,Aurinia Pharmaceuticals,Biotechnology,1272366880
AUR,Aurora Innovation,Information Technology Services,4103485797
AURA,Aura Biosciences,Biotechnology,334396274
AUST,Austin Gold,Gold,10378509
AUTL,Autolus Therapeutics,Biotechnology,758364422
AUUD,Auddia,Software - Application,5445586
AUVI,Applied UV,"Furnishings, Fixtures & Appliances",1213514
AVA,Avista,Utilities - Diversified,2718697464
AVAH,Aveanna Healthcare Holdings,Medical Care Facilities,499720439
AVAL,Grupo Aval Acciones y Valores,Banks - Regional,2739784115
AVAV,AeroVironment,Aerospace & Defense,3280779016
AVB,AvalonBay Communities,REIT - Residential,24959136250
AVD,American Vanguard,Agricultural Inputs,290379040
AVDL,Avadel Pharmaceuticals,Drug Manufacturers - Specialty & Generic,1268557620
AVDX,AvidXchange Holdings,Software - Infrastructure,2275257600
AVGO,Broadcom,Semiconductors,4.41121E+11
AVGR,Avinger,Medical Instruments & Supplies,4044579
AVHI,Achari Ventures Holdings I,Shell Companies,33988016
AVIR,Atea Pharmaceuticals,Biotechnology,251140855
AVNS,Avanos Medical,Medical Devices,981901440
AVNT,Avient,Specialty Chemicals,3320098188
AVNW,Aviat Networks,Communication Equipment,401358096
AVO,Mission Produce,Food Distribution,661906135
AVPT,AvePoint,Software - Infrastructure,1467459380
AVRO,AVROBIO,Biotechnology,62849199
AVT,Avnet,Electronics & Computer Distribution,4298056500
AVTE,Aerovate Therapeutics,Biotechnology,471478056
AVTR,Avantor,Specialty Chemicals,14190578280
AVTX,Avalo Therapeutics,Biotechnology,10196246
AVXL,Anavex Life Sciences,Biotechnology,643468060
AVY,Avery Dennison,Business Equipment & Supplies,15438655523
AWH,Aspira Women's Health,Diagnostics & Research,38827841
AWI,Armstrong World Industries,Building Products & Equipment,4076074478
AWIN,AERWINS Technologies,Scientific & Technical Instruments,8042898
AWK,American Water Works Company,Utilities - Regulated Water,25574501750
AWR,American States Water Company,Utilities - Regulated Water,3016877348
AWRE,Aware,Software - Application,34215004
AWX,Avalon Holdings,Waste Management,8227405
AX,Axos Financial,Banks - Regional,2880836780
AXDX,Accelerate Diagnostics,Medical Devices,71152434
AXGN,AxoGen,Medical Devices,323257436
AXL,American Axle & Manufacturing Holdings,Auto Parts,882639940
AXNX,Axonics,Medical Devices,2878614840
AXON,Axon Enterprise,Aerospace & Defense,17712851644
AXP,American Express Company,Credit Services,1.22743E+11
AXR,AMREP,Real Estate - Development,104740930
AXS,AXIS Capital Holdings,Insurance - Property & Casualty,4724947431
AXSM,Axsome Therapeutics,Biotechnology,3320882510
AXTA,Axalta Coating Systems,Specialty Chemicals,7236329040
AXTI,"AXT, Inc.",Semiconductor Equipment & Materials,101691219
AY,Atlantica Sustainable Infrastructure,Utilities - Renewable,2317618350
AYI,Acuity Brands,Electrical Equipment & Parts,5805445053
AYRO,"Ayro, Inc.",Auto Manufacturers,10758308
AYTU,Aytu BioPharma,Drug Manufacturers - Specialty & Generic,13696025
AYX,Alteryx,Software - Application,2774294848
AZ,A2Z Smart Technologies,Aerospace & Defense,41320440
AZEK,The AZEK Company,Building Products & Equipment,5123678310
AZN,AstraZeneca,Drug Manufacturers - General,1.96064E+11
AZO,AutoZone,Specialty Retail,46208934513
AZPN,Aspen Technology,Software - Application,12706693302
AZTA,Azenta,Medical Instruments & Supplies,3232062720
AZTR,Azitra,Biotechnology,15242976
AZUL,Azul S.A.,Airlines,1191133759
AZZ,AZZ Inc.,Metal Fabrication,1291711119
B,Barnes Group,Specialty Industrial Machinery,1444234650
BA,The Boeing Company,Aerospace & Defense,1.48038E+11
BABA,Alibaba Group Holding,Internet Retail,1.74112E+11
BAC,Bank of America,Banks - Diversified,2.45009E+11
BACA,Berenson Acquisition I,Shell Companies,81256552
BACK,IMAC Holdings,Medical Care Facilities,1775893
BAER,Bridger Aerospace Group Holdings,Security & Protection Services,261944865
BAFN,BayFirst Financial,Banks - Regional,44888287
BAH,Booz Allen Hamilton Holding,Consulting Services,16335435490
BAK,Braskem,Chemicals,2887994213
BALL,Ball Corporation,Packaging & Containers,18132960510
BALY,Bally's,Resorts & Casinos,578949525
BAM,Brookfield Asset Management,Asset Management,14002561183
BANC,Banc of California,Banks - Regional,2011051296
BAND,Bandwidth,Software - Infrastructure,284204400
BANF,BancFirst,Banks - Regional,3035353080
BANL,CBL International,Oil & Gas Midstream,36500000
BANR,Banner,Banks - Regional,1712596266
BANX,ArrowMark Financial,Asset Management,125572915
BAOS,Baosheng Media Group Holdings,Advertising Agencies,6214685
BAP,Credicorp,Banks - Regional,9915391577
BARK,"BARK, Inc.",Specialty Retail,142797317
BASE,Couchbase,Software - Infrastructure,957966075
BATL,Battalion Oil,Oil & Gas E&P,84257792
BATRA,Atlanta Braves Holdings,Entertainment,1864707149
BATRK,Atlanta Braves Holdings,Entertainment,2306490469
BAX,Baxter International,Medical Instruments & Supplies,18339762600
BB,BlackBerry,Software - Infrastructure,2404876960
BBAI,BigBear.ai Holdings,Information Technology Services,272859840
BBAR,BBVA Argentina,Banks - Regional,2966132941
BBCP,Concrete Pumping Holdings,Engineering & Construction,436583406
BBD,Banco Bradesco,Banks - Regional,17954120600
BBDC,Barings BDC,Credit Services,928819520
BBDO,Banco Bradesco,Banks - Regional,17989719285
BBGI,Beasley Broadcast Group,Broadcasting,23376555
BBIO,BridgeBio Pharma,Biotechnology,5657406840
BBLG,Bone Biologics,Medical Devices,1319578
BBSI,Barrett Business Services,Staffing & Employment Services,734911316
BBU,Brookfield Business Partners L.P.,Conglomerates,1251049460
BBUC,Brookfield Business,Asset Management,1929326029
BBVA,Banco Bilbao Vizcaya Argentaria,Banks - Diversified,54460415800
BBW,Build-A-Bear Workshop,Specialty Retail,335244012
BBWI,Bath & Body Works,Specialty Retail,8488603370
BBY,Best Buy Co.,Specialty Retail,15937150040
BC,Brunswick,Recreational Vehicles,5828427220
BCAB,BioAtla,Biotechnology,76007247
BCAL,Southern California Bancorp,Banks - Regional,284132343
BCAN,BYND Cannasoft Enterprises,Software - Infrastructure,29732761
BCBP,BCB Bancorp,Banks - Regional,202849920
BCC,Boise Cascade Company,Building Materials,4430890416
BCDA,BioCardia,Biotechnology,13598603
BCE,BCE Inc.,Telecom Services,37047447140
BCEL,Atreca,Biotechnology,9566227
BCH,Banco de Chile,Banks - Regional,11485632900
BCLI,Brainstorm Cell Therapeutics,Biotechnology,9811014
BCML,BayCom,Banks - Regional,252395905
BCO,The Brink's Company,Security & Protection Services,3794654153
BCOV,Brightcove,Software - Application,104332800
BCOW,1895 Bancorp of Wisconsin,Banks - Regional,38796214
BCPC,Balchem,Specialty Chemicals,4292257643
BCRX,BioCryst Pharmaceuticals,Biotechnology,1165363210
BCS,Barclays,Banks - Diversified,27746301000
BCSA,Blockchain Coinvestors Acquisition I,Shell Companies,53330690
BCSF,Bain Capital Specialty Finance,Asset Management,999424389
BCTX,BriaCell Therapeutics,Biotechnology,75433624
BCYC,Bicycle Therapeutics,Biotechnology,669255976
BDC,Belden,Communication Equipment,3024416896
BDL,Flanigan's Enterprises,Restaurants,48306314
BDN,Brandywine Realty Trust,REIT - Office,857048040
BDRX,Biodexa Pharmaceuticals,Biotechnology,2029193
BDSX,Biodesix,Diagnostics & Research,141143028
BDTX,Black Diamond Therapeutics,Biotechnology,154905600
BDX,"Becton, Dickinson and Company",Medical Instruments & Supplies,67461081500
BE,Bloom Energy,Electrical Equipment & Parts,3116521590
BEAM,Beam Therapeutics,Biotechnology,2151708240
BEAT,HeartBeam,Health Information Services,35802384
BECN,Beacon Roofing Supply,Building Products & Equipment,5084186800
BEDU,Bright Scholar Education Holdings,Education & Training Services,39113762
BEEM,Beam Global,Solar,75851230
BEEP,Mobile Infrastructure,Infrastructure Operations,67500000
BEKE,KE Holdings,Real Estate Services,18151738328
BELFA,Bel Fuse,Electronic Components,587883203
BELFB,Bel Fuse,Electronic Components,600533892
BEN,Franklin Resources,Asset Management,12646512880
BENF,Beneficient,Asset Management,115790464
BEP,Brookfield Renewable Partners L.P.,Utilities - Renewable,17057493769
BEPC,Brookfield Renewable,Utilities - Renewable,4864976160
BERY,Berry Global Group,Packaging & Containers,7556010000
BEST,BEST Inc.,Trucking,49302400
BETR,Better Home & Finance Holding Company,Mortgage Finance,316423962
BETS,Bit Brother,Capital Markets,3000000
BF.A,Brown-Forman,Beverages - Wineries & Distilleries,26718226857
BF.B,Brown-Forman,Beverages - Wineries & Distilleries,26678052199
BFAC,Battery Future Acquisition,Shell Companies,217671604
BFAM,Bright Horizons Family Solutions,Personal Services,5283243076
BFC,Bank First,Banks - Regional,913857744
BFH,Bread Financial Holdings,Credit Services,1513956114
BFI,BurgerFi International,Restaurants,25774716
BFIN,BankFinancial,Banks - Regional,114055866
BFLY,Butterfly Network,Medical Devices,195483627
BFRG,Bullfrog AI Holdings,Health Information Services,14688092
BFRI,Biofrontera,Drug Manufacturers - Specialty & Generic,4882432
BFS,Saul Centers,REIT - Retail,936920894
BFST,Business First Bancshares,Banks - Regional,554024212
BFX,BowFlex,Leisure,29232880
BG,Bunge,Farm Products,15182596000
BGC,BGC Group,Capital Markets,3216368000
BGFV,Big 5 Sporting Goods,Specialty Retail,137808616
BGI,Birks Group,Luxury Goods,43461120
BGNE,BeiGene,Biotechnology,19577495000
BGS,B&G Foods,Packaged Foods,803541368
BGSF,"BGSF, Inc.",Staffing & Employment Services,106209999
BGXX,Bright Green,Drug Manufacturers - Specialty & Generic,51469081
BH,Biglari Holdings,Restaurants,467729551
BH.A,Biglari Holdings,Restaurants,313312422
BHAC,Focus Impact BH3 Acquisition Co.,Shell Companies,83442000
BHAT,Blue Hat Interactive Entertainment Technology,Electronic Gaming & Multimedia,67594499
BHB,Bar Harbor Bankshares,Banks - Regional,421336800
BHC,Bausch Health Companies,Drug Manufacturers - Specialty & Generic,2665923558
BHE,Benchmark Electronics,Electronic Components,915238170
BHF,Brighthouse Financial,Insurance - Life,3417621504
BHG,Bright Health Group,Healthcare Plans,51963406
BHIL,Benson Hill,Agricultural Inputs,45614163
BHLB,Berkshire Hills Bancorp,Banks - Regional,1007908216
BHM,Bluerock Homes Trust,REIT - Residential,56831159
BHP,BHP Group,Other Industrial Metals & Mining,1.58253E+11
BHR,Braemar Hotels & Resorts,REIT - Hotel & Motel,151126031
BHRB,Burke & Herbert Bank & Trust Company,Banks - Regional,408727624
BHVN,Biohaven Pharmaceutical Holding Company,Biotechnology,2652524700
BIAF,bioAffinity Technologies,Diagnostics & Research,12995805
BIDU,Baidu,Internet Content & Information,31363202469
BIG,Big Lots,Discount Stores,178379006
BIGC,BigCommerce Holdings,Software - Application,692417180
BIIB,Biogen,Drug Manufacturers - General,34672642420
BILI,Bilibili,Electronic Gaming & Multimedia,4678181048
BILL,BILL Holdings,Software - Application,7577540880
BIMI,BIMI International Medical,Pharmaceutical Retailers,13767589
BIO,Bio-Rad Laboratories,Medical Devices,8842699881
BIOL,BIOLASE,Medical Devices,2595361
BIOR,Biora Therapeutics,Biotechnology,27733329
BIOX,Bioceres Crop Solutions,Agricultural Inputs,796263424
BIP,Brookfield Infrastructure Partners L.P.,Utilities - Diversified,18372467830
BIPC,Brookfield Infrastructure,Utilities - Regulated Gas,4325670400
BIRD,Allbirds,Apparel Retail,105999275
BIRK,Birkenstock Holding,Footwear & Accessories,8998743660
BITE,Bite Acquisition,Shell Companies,89866799
BITF,Bitfarms,Capital Markets,834311520
BIVI,BioVie,Biotechnology,65672298
BJ,BJ's Wholesale Club Holdings,Discount Stores,8792475520
BJDX,Bluejay Diagnostics,Medical Devices,4040265
BJRI,BJ's Restaurants,Restaurants,761011750
BK,The Bank of New York Mellon Corporation,Asset Management,37730721380
BKCC,BlackRock Capital Investment,Asset Management,283756129
BKD,Brookdale Senior Living,Medical Care Facilities,1001426160
BKE,The Buckle,Apparel Retail,2121250095
BKH,Black Hills,Utilities - Diversified,3678345560
BKKT,Bakkt Holdings,Software - Infrastructure,486181657
BKNG,Booking Holdings,Travel Services,1.14264E+11
BKR,Baker Hughes Company,Oil & Gas Equipment & Services,32440855200
BKSY,BlackSky Technology,Scientific & Technical Instruments,191603920
BKTI,BK Technologies,Communication Equipment,44714516
BKU,BankUnited,Banks - Regional,2212123654
BKYI,BIO-key International,Security & Protection Services,2315165
BL,BlackLine,Software - Application,3741746686
BLAC,Bellevue Life Sciences Acquisition,Shell Companies,94715300
BLBD,Blue Bird,Auto Manufacturers,694125016
BLBX,Blackboxstocks,Software - Application,12626317
BLCO,Bausch + Lomb,Medical Instruments & Supplies,5493912218
BLD,TopBuild,Engineering & Construction,10176226953
BLDE,Blade Air Mobility,Airports & Air Services,244798864
BLDP,Ballard Power Systems,Specialty Industrial Machinery,1090328000
BLDR,Builders FirstSource,Building Products & Equipment,18218351900
BLEU,bleuacacia ltd,Shell Companies,90100282
BLFS,BioLife Solutions,Medical Instruments & Supplies,597329850
BLFY,Blue Foundry Bancorp,Banks - Regional,232797632
BLIN,Bridgeline Digital,Software - Infrastructure,8229904
BLK,BlackRock,Asset Management,1.10788E+11
BLKB,Blackbaud,Software - Application,4623784236
BLMN,Bloomin' Brands,Restaurants,2132151840
BLND,Blend Labs,Software - Application,399600422
BLNK,Blink Charging Co.,Engineering & Construction,196157280
BLRX,BioLineRx,Biotechnology,128570585
BLTE,Belite Bio,Biotechnology,1170483938
BLUA,BlueRiver Acquisition,Shell Companies,106491959
BLUE,bluebird bio,Biotechnology,312700960
BLX,"Banco Latinoamericano de Comercio Exterior, S. A.",Banks - Regional,890315064
BLZE,Backblaze,Software - Infrastructure,293722770
BMA,Banco Macro,Banks - Regional,4577832930
BMAC,Black Mountain Acquisition,Shell Companies,124584196
BMBL,Bumble,Software - Application,1919984040
BMEA,Biomea Fusion,Biotechnology,597924579
BMI,Badger Meter,Scientific & Technical Instruments,4423164768
BMO,Bank of Montreal,Banks - Diversified,62891347090
BMR,Beamr Imaging,Software - Application,15717133
BMRA,Biomerica,Medical Devices,18671976
BMRC,Bank of Marin Bancorp,Banks - Regional,334406275
BMRN,BioMarin Pharmaceutical,Biotechnology,17506921920
BMTX,BM Technologies,Software - Application,35728399
BMY,Bristol-Myers Squibb Company,Drug Manufacturers - General,1.02369E+11
BN,Brookfield,Asset Management,55851541200
BNED,Barnes & Noble Education,Specialty Retail,64827642
BNGO,Bionano Genomics,Diagnostics & Research,57095241
BNIX,Bannix Acquisition,Shell Companies,58296751
BNL,Broadstone Net Lease,REIT - Diversified,3067269660
BNOX,Bionomics,Biotechnology,10199551
BNR,Burning Rock Biotech,Diagnostics & Research,76824738
BNRE,Brookfield Reinsurance,Insurance - Reinsurance,4039889251
BNRG,Brenmiller Energy,Utilities - Renewable,12670450
BNS,The Bank of Nova Scotia,Banks - Diversified,54413272800
BNTC,Benitec Biopharma,Biotechnology,8330109
BNTX,BioNTech SE,Biotechnology,24586914165
BOC,Boston Omaha,Advertising Agencies,491167643
BOCN,Blue Ocean Acquisition,Shell Companies,117134520
BODY,The Beachbody Company,Internet Content & Information,70301726
BOF,BranchOut Food,Packaged Foods,5690730
BOH,Bank of Hawaii,Banks - Regional,2610819408
BOKF,BOK Financial,Banks - Regional,5178982776
BOLT,Bolt Biotherapeutics,Biotechnology,34173107
BON,Bon Natural Life,Packaged Foods,6799198
BOOM,DMC Global,Oil & Gas Equipment & Services,337330512
BOOT,Boot Barn Holdings,Apparel Retail,2244332418
BORR,Borr Drilling,Oil & Gas Drilling,1566234480
BOSC,B.O.S. Better Online Solutions,Communication Equipment,15117240
BOTJ,Bank of the James Financial Group,Banks - Regional,48568305
BOWL,Bowlero,Entertainment,1681386859
BOWN,Bowen Acquisition,Shell Companies,94231620
BOX,"Box, Inc.",Software - Infrastructure,3455639550
BOXL,Boxlight,Communication Equipment,10475587
BP,BP p.l.c.,Oil & Gas Integrated,99948090510
BPMC,Blueprint Medicines,Biotechnology,4497222006
BPOP,Popular,Banks - Regional,5586915192
BPRN,Princeton Bancorp,Banks - Regional,215654134
BPT,BP Prudhoe Bay Royalty Trust,Oil & Gas Refining & Marketing,63558000
BPTH,Bio-Path Holdings,Biotechnology,6430816
BPTS,Biophytis,Biotechnology,5577040
BQ,Boqii Holding,Specialty Retail,9907315
BR,Broadridge Financial Solutions,Information Technology Services,22512929920
BRAC,Broad Capital Acquisition,Shell Companies,82497999
BRAG,Bragg Gaming Group,Electronic Gaming & Multimedia,124346775
BRBR,BellRing Brands,Packaged Foods,7005128960
BRBS,Blue Ridge Bankshares,Banks - Regional,49324725
BRC,Brady,Security & Protection Services,2745206594
BRCC,BRC Inc.,Packaged Foods,262489790
BRD,Beard Energy Transition Acquisition,Shell Companies,138133742
BRDG,Bridge Investment Group Holdings,Asset Management,1903825403
BREA,Brera Holdings,Entertainment,6458401
BREZ,Breeze Holdings Acquisition,Shell Companies,46862152
BRFH,Barfresh Food Group,Beverages - Non-Alcoholic,24368400
BRFS,BRF S.A.,Packaged Foods,4666654842
BRID,Bridgford Foods,Packaged Foods,96940544
BRK.A,Berkshire Hathaway,Insurance - Diversified,7.72113E+11
BRK.B,Berkshire Hathaway,Insurance - Diversified,7.68962E+11
BRKH,Burtech Acquisition,Shell Companies,185992482
BRKL,Brookline Bancorp,Banks - Regional,916210522
BRKR,Bruker,Medical Devices,9407795670
BRLI,Brilliant Acquisition,Shell Companies,22056590
BRLT,Brilliant Earth Group,Luxury Goods,272735481
BRN,Barnwell Industries,Oil & Gas E&P,24677227
BRNS,Barinthus Biotherapeutics,Biotechnology,116308098
BRO,Brown & Brown,Insurance Brokers,21102941700
BROG,Brooge Energy,Oil & Gas Midstream,401440968
BROS,Dutch Bros,Restaurants,5016137764
BRP,BRP Group,Insurance Brokers,2248480022
BRSH,Bruush Oral Care,Household & Personal Products,245552
BRSP,BrightSpire Capital,REIT - Diversified,925493200
BRT,BRT Apartments,REIT - Residential,352215816
BRTX,BioRestorative Therapies,Biotechnology,8378318
